vg	-I(Vds)
Step Information: VÂ§tj=25 Vds=1  (Run: 1/6)
5.539999999999970e+000	6.888855e+000
5.559999999999969e+000	6.972586e+000
5.579999999999969e+000	7.056138e+000
5.599999999999969e+000	7.139494e+000
5.619999999999968e+000	7.222642e+000
5.639999999999968e+000	7.305567e+000
5.659999999999967e+000	7.388254e+000
5.679999999999967e+000	7.470692e+000
5.699999999999966e+000	7.552867e+000
5.719999999999966e+000	7.634768e+000
5.739999999999966e+000	7.716382e+000
5.759999999999965e+000	7.797700e+000
5.779999999999965e+000	7.878710e+000
5.799999999999964e+000	7.959402e+000
5.819999999999964e+000	8.039768e+000
5.839999999999963e+000	8.119797e+000
5.859999999999963e+000	8.199482e+000
5.879999999999963e+000	8.278814e+000
5.899999999999962e+000	8.357785e+000
5.919999999999962e+000	8.436390e+000
5.939999999999961e+000	8.514619e+000
5.959999999999961e+000	8.592468e+000
5.979999999999961e+000	8.669930e+000
5.999999999999960e+000	8.747000e+000
6.019999999999960e+000	8.823671e+000
6.039999999999959e+000	8.899940e+000
6.059999999999959e+000	8.975803e+000
6.079999999999958e+000	9.051255e+000
6.099999999999958e+000	9.126291e+000
6.119999999999958e+000	9.200910e+000
6.139999999999957e+000	9.275106e+000
6.159999999999957e+000	9.348879e+000
6.179999999999956e+000	9.422224e+000
6.199999999999956e+000	9.495140e+000
6.219999999999955e+000	9.567625e+000
6.239999999999955e+000	9.639676e+000
6.259999999999955e+000	9.711292e+000
6.279999999999954e+000	9.782473e+000
6.299999999999954e+000	9.853215e+000
6.319999999999953e+000	9.923520e+000
6.339999999999953e+000	9.993385e+000
6.359999999999952e+000	1.006281e+001
6.379999999999952e+000	1.013180e+001
6.399999999999952e+000	1.020034e+001
6.419999999999951e+000	1.026845e+001
6.439999999999951e+000	1.033611e+001
6.459999999999950e+000	1.040334e+001
6.479999999999950e+000	1.047013e+001
6.499999999999949e+000	1.053647e+001
6.519999999999949e+000	1.060238e+001
6.539999999999949e+000	1.066786e+001
6.559999999999948e+000	1.073289e+001
6.579999999999948e+000	1.079749e+001
6.599999999999947e+000	1.086166e+001
6.619999999999947e+000	1.092539e+001
6.639999999999946e+000	1.098870e+001
6.659999999999946e+000	1.105157e+001
6.679999999999946e+000	1.111401e+001
6.699999999999945e+000	1.117602e+001
6.719999999999945e+000	1.123761e+001
6.739999999999944e+000	1.129878e+001
6.759999999999944e+000	1.135952e+001
6.779999999999943e+000	1.141984e+001
6.799999999999943e+000	1.147975e+001
6.819999999999943e+000	1.153923e+001
6.839999999999942e+000	1.159830e+001
6.859999999999942e+000	1.165696e+001
6.879999999999941e+000	1.171521e+001
6.899999999999941e+000	1.177305e+001
6.919999999999940e+000	1.183048e+001
6.939999999999940e+000	1.188751e+001
6.959999999999940e+000	1.194413e+001
6.979999999999939e+000	1.200036e+001
6.999999999999939e+000	1.205618e+001
7.019999999999938e+000	1.211161e+001
7.039999999999938e+000	1.216665e+001
7.059999999999937e+000	1.222129e+001
7.079999999999937e+000	1.227555e+001
7.099999999999937e+000	1.232942e+001
7.119999999999936e+000	1.238290e+001
7.139999999999936e+000	1.243600e+001
7.159999999999935e+000	1.248872e+001
7.179999999999935e+000	1.254107e+001
7.199999999999935e+000	1.259303e+001
7.219999999999934e+000	1.264463e+001
7.239999999999934e+000	1.269585e+001
7.259999999999933e+000	1.274671e+001
7.279999999999933e+000	1.279720e+001
7.299999999999932e+000	1.284733e+001
7.319999999999932e+000	1.289709e+001
7.339999999999932e+000	1.294650e+001
7.359999999999931e+000	1.299555e+001
7.379999999999931e+000	1.304424e+001
7.399999999999930e+000	1.309259e+001
7.419999999999930e+000	1.314058e+001
7.439999999999929e+000	1.318823e+001
7.459999999999929e+000	1.323553e+001
7.479999999999929e+000	1.328249e+001
7.499999999999928e+000	1.332911e+001
7.519999999999928e+000	1.337539e+001
7.539999999999927e+000	1.342133e+001
7.559999999999927e+000	1.346695e+001
7.579999999999926e+000	1.351223e+001
7.599999999999926e+000	1.355718e+001
7.619999999999926e+000	1.360181e+001
7.639999999999925e+000	1.364611e+001
7.659999999999925e+000	1.369009e+001
7.679999999999924e+000	1.373375e+001
7.699999999999924e+000	1.377709e+001
7.719999999999923e+000	1.382012e+001
7.739999999999923e+000	1.386284e+001
7.759999999999923e+000	1.390524e+001
7.779999999999922e+000	1.394734e+001
7.799999999999922e+000	1.398913e+001
7.819999999999921e+000	1.403061e+001
7.839999999999921e+000	1.407180e+001
7.859999999999920e+000	1.411268e+001
7.879999999999920e+000	1.415327e+001
7.899999999999920e+000	1.419356e+001
7.919999999999919e+000	1.423356e+001
7.939999999999919e+000	1.427327e+001
7.959999999999918e+000	1.431269e+001
7.979999999999918e+000	1.435182e+001
7.999999999999917e+000	1.439067e+001
8.019999999999918e+000	1.442923e+001
8.039999999999917e+000	1.446752e+001
8.059999999999917e+000	1.450552e+001
8.079999999999917e+000	1.454325e+001
8.099999999999916e+000	1.458070e+001
8.119999999999916e+000	1.461789e+001
8.139999999999915e+000	1.465480e+001
8.159999999999915e+000	1.469144e+001
8.179999999999915e+000	1.472782e+001
8.199999999999914e+000	1.476393e+001
8.219999999999914e+000	1.479978e+001
8.239999999999913e+000	1.483537e+001
8.259999999999913e+000	1.487070e+001
8.279999999999912e+000	1.490578e+001
8.299999999999912e+000	1.494060e+001
8.319999999999912e+000	1.497516e+001
8.339999999999911e+000	1.500948e+001
8.359999999999911e+000	1.504355e+001
8.379999999999910e+000	1.507737e+001
8.399999999999910e+000	1.511094e+001
8.419999999999909e+000	1.514427e+001
8.439999999999909e+000	1.517736e+001
8.459999999999909e+000	1.521021e+001
8.479999999999908e+000	1.524282e+001
8.499999999999908e+000	1.527520e+001
8.519999999999907e+000	1.530734e+001
8.539999999999907e+000	1.533925e+001
8.559999999999906e+000	1.537093e+001
8.579999999999906e+000	1.540238e+001
8.599999999999906e+000	1.543360e+001
8.619999999999905e+000	1.546459e+001
8.639999999999905e+000	1.549536e+001
8.659999999999904e+000	1.552591e+001
8.679999999999904e+000	1.555624e+001
8.699999999999903e+000	1.558635e+001
8.719999999999903e+000	1.561625e+001
8.739999999999903e+000	1.564593e+001
8.759999999999902e+000	1.567539e+001
8.779999999999902e+000	1.570464e+001
8.799999999999901e+000	1.573368e+001
8.819999999999901e+000	1.576252e+001
8.839999999999900e+000	1.579114e+001
8.859999999999900e+000	1.581956e+001
8.879999999999900e+000	1.584778e+001
8.899999999999899e+000	1.587579e+001
8.919999999999899e+000	1.590360e+001
8.939999999999898e+000	1.593121e+001
8.959999999999898e+000	1.595863e+001
8.979999999999897e+000	1.598585e+001
8.999999999999897e+000	1.601287e+001
9.019999999999897e+000	1.603970e+001
9.039999999999896e+000	1.606634e+001
9.059999999999896e+000	1.609279e+001
9.079999999999895e+000	1.611905e+001
9.099999999999895e+000	1.614512e+001
9.119999999999894e+000	1.617100e+001
9.139999999999894e+000	1.619670e+001
9.159999999999894e+000	1.622222e+001
9.179999999999893e+000	1.624756e+001
9.199999999999893e+000	1.627271e+001
9.219999999999892e+000	1.629769e+001
9.239999999999892e+000	1.632249e+001
9.259999999999891e+000	1.634711e+001
9.279999999999891e+000	1.637156e+001
9.299999999999891e+000	1.639584e+001
9.319999999999890e+000	1.641994e+001
9.339999999999890e+000	1.644387e+001
9.359999999999889e+000	1.646764e+001
9.379999999999889e+000	1.649123e+001
9.399999999999888e+000	1.651466e+001
9.419999999999888e+000	1.653792e+001
9.439999999999888e+000	1.656102e+001
9.459999999999887e+000	1.658396e+001
9.479999999999887e+000	1.660673e+001
9.499999999999886e+000	1.662935e+001
9.519999999999886e+000	1.665180e+001
9.539999999999886e+000	1.667410e+001
9.559999999999885e+000	1.669624e+001
9.579999999999885e+000	1.671822e+001
9.599999999999884e+000	1.674006e+001
9.619999999999884e+000	1.676173e+001
9.639999999999883e+000	1.678326e+001
9.659999999999883e+000	1.680464e+001
9.679999999999883e+000	1.682586e+001
9.699999999999882e+000	1.684694e+001
9.719999999999882e+000	1.686787e+001
9.739999999999881e+000	1.688866e+001
9.759999999999881e+000	1.690930e+001
9.779999999999880e+000	1.692979e+001
9.799999999999880e+000	1.695015e+001
9.819999999999880e+000	1.697036e+001
9.839999999999879e+000	1.699043e+001
9.859999999999879e+000	1.701037e+001
9.879999999999878e+000	1.703016e+001
9.899999999999878e+000	1.704982e+001
9.919999999999877e+000	1.706934e+001
9.939999999999877e+000	1.708873e+001
9.959999999999877e+000	1.710798e+001
9.979999999999876e+000	1.712710e+001
9.999999999999876e+000	1.714609e+001
1.001999999999988e+001	1.716495e+001
1.003999999999988e+001	1.718368e+001
1.005999999999987e+001	1.720228e+001
1.007999999999987e+001	1.722075e+001
1.009999999999987e+001	1.723910e+001
1.011999999999987e+001	1.725731e+001
1.013999999999987e+001	1.727541e+001
1.015999999999987e+001	1.729338e+001
1.017999999999987e+001	1.731123e+001
1.019999999999987e+001	1.732895e+001
1.021999999999987e+001	1.734656e+001
1.023999999999987e+001	1.736405e+001
1.025999999999987e+001	1.738141e+001
1.027999999999987e+001	1.739866e+001
1.029999999999987e+001	1.741579e+001
1.031999999999987e+001	1.743281e+001
1.033999999999987e+001	1.744971e+001
1.035999999999987e+001	1.746649e+001
1.037999999999987e+001	1.748316e+001
1.039999999999987e+001	1.749972e+001
1.041999999999987e+001	1.751617e+001
1.043999999999987e+001	1.753251e+001
1.045999999999987e+001	1.754873e+001
1.047999999999987e+001	1.756485e+001
1.049999999999987e+001	1.758086e+001
1.051999999999987e+001	1.759676e+001
1.053999999999986e+001	1.761255e+001
1.055999999999986e+001	1.762824e+001
1.057999999999986e+001	1.764383e+001
1.059999999999986e+001	1.765930e+001
1.061999999999986e+001	1.767468e+001
1.063999999999986e+001	1.768995e+001
1.065999999999986e+001	1.770512e+001
1.067999999999986e+001	1.772019e+001
1.069999999999986e+001	1.773516e+001
1.071999999999986e+001	1.775004e+001
1.073999999999986e+001	1.776481e+001
1.075999999999986e+001	1.777948e+001
1.077999999999986e+001	1.779406e+001
1.079999999999986e+001	1.780854e+001
1.081999999999986e+001	1.782292e+001
1.083999999999986e+001	1.783721e+001
1.085999999999986e+001	1.785141e+001
1.087999999999986e+001	1.786551e+001
1.089999999999986e+001	1.787952e+001
1.091999999999986e+001	1.789344e+001
1.093999999999986e+001	1.790726e+001
1.095999999999986e+001	1.792100e+001
1.097999999999986e+001	1.793464e+001
1.099999999999985e+001	1.794820e+001
1.101999999999985e+001	1.796167e+001
1.103999999999985e+001	1.797505e+001
1.105999999999985e+001	1.798834e+001
1.107999999999985e+001	1.800154e+001
1.109999999999985e+001	1.801466e+001
1.111999999999985e+001	1.802770e+001
1.113999999999985e+001	1.804065e+001
1.115999999999985e+001	1.805351e+001
1.117999999999985e+001	1.806630e+001
1.119999999999985e+001	1.807900e+001
1.121999999999985e+001	1.809161e+001
1.123999999999985e+001	1.810415e+001
1.125999999999985e+001	1.811661e+001
1.127999999999985e+001	1.812898e+001
1.129999999999985e+001	1.814128e+001
1.131999999999985e+001	1.815349e+001
1.133999999999985e+001	1.816563e+001
1.135999999999985e+001	1.817769e+001
1.137999999999985e+001	1.818968e+001
1.139999999999985e+001	1.820159e+001
1.141999999999985e+001	1.821342e+001
1.143999999999985e+001	1.822517e+001
1.145999999999985e+001	1.823685e+001
1.147999999999984e+001	1.824846e+001
1.149999999999984e+001	1.825999e+001
1.151999999999984e+001	1.827145e+001
1.153999999999984e+001	1.828284e+001
1.155999999999984e+001	1.829415e+001
1.157999999999984e+001	1.830540e+001
1.159999999999984e+001	1.831657e+001
1.161999999999984e+001	1.832767e+001
1.163999999999984e+001	1.833870e+001
1.165999999999984e+001	1.834966e+001
1.167999999999984e+001	1.836056e+001
1.169999999999984e+001	1.837138e+001
1.171999999999984e+001	1.838214e+001
1.173999999999984e+001	1.839283e+001
1.175999999999984e+001	1.840345e+001
1.177999999999984e+001	1.841401e+001
1.179999999999984e+001	1.842450e+001
1.181999999999984e+001	1.843493e+001
1.183999999999984e+001	1.844529e+001
1.185999999999984e+001	1.845558e+001
1.187999999999984e+001	1.846582e+001
1.189999999999984e+001	1.847599e+001
1.191999999999984e+001	1.848609e+001
1.193999999999983e+001	1.849614e+001
1.195999999999983e+001	1.850612e+001
1.197999999999983e+001	1.851604e+001
1.199999999999983e+001	1.852589e+001
1.201999999999983e+001	1.853569e+001
1.203999999999983e+001	1.854543e+001
1.205999999999983e+001	1.855511e+001
1.207999999999983e+001	1.856473e+001
1.209999999999983e+001	1.857429e+001
1.211999999999983e+001	1.858379e+001
1.213999999999983e+001	1.859323e+001
1.215999999999983e+001	1.860262e+001
1.217999999999983e+001	1.861195e+001
1.219999999999983e+001	1.862122e+001
1.221999999999983e+001	1.863043e+001
1.223999999999983e+001	1.863959e+001
1.225999999999983e+001	1.864870e+001
1.227999999999983e+001	1.865775e+001
1.229999999999983e+001	1.866674e+001
1.231999999999983e+001	1.867568e+001
1.233999999999983e+001	1.868456e+001
1.235999999999983e+001	1.869340e+001
1.237999999999983e+001	1.870218e+001
1.239999999999982e+001	1.871090e+001
1.241999999999982e+001	1.871958e+001
1.243999999999982e+001	1.872820e+001
1.245999999999982e+001	1.873677e+001
1.247999999999982e+001	1.874529e+001
1.249999999999982e+001	1.875376e+001
1.251999999999982e+001	1.876217e+001
1.253999999999982e+001	1.877054e+001
1.255999999999982e+001	1.877886e+001
1.257999999999982e+001	1.878713e+001
1.259999999999982e+001	1.879535e+001
1.261999999999982e+001	1.880352e+001
1.263999999999982e+001	1.881164e+001
1.265999999999982e+001	1.881971e+001
1.267999999999982e+001	1.882774e+001
1.269999999999982e+001	1.883572e+001
1.271999999999982e+001	1.884365e+001
1.273999999999982e+001	1.885154e+001
1.275999999999982e+001	1.885938e+001
1.277999999999982e+001	1.886717e+001
1.279999999999982e+001	1.887492e+001
1.281999999999982e+001	1.888262e+001
1.283999999999982e+001	1.889028e+001
1.285999999999982e+001	1.889789e+001
1.287999999999981e+001	1.890546e+001
1.289999999999981e+001	1.891298e+001
1.291999999999981e+001	1.892047e+001
1.293999999999981e+001	1.892790e+001
1.295999999999981e+001	1.893530e+001
1.297999999999981e+001	1.894265e+001
1.299999999999981e+001	1.894996e+001
1.301999999999981e+001	1.895722e+001
1.303999999999981e+001	1.896445e+001
1.305999999999981e+001	1.897163e+001
1.307999999999981e+001	1.897877e+001
1.309999999999981e+001	1.898587e+001
1.311999999999981e+001	1.899293e+001
1.313999999999981e+001	1.899995e+001
1.315999999999981e+001	1.900693e+001
1.317999999999981e+001	1.901387e+001
1.319999999999981e+001	1.902077e+001
1.321999999999981e+001	1.902763e+001
1.323999999999981e+001	1.903445e+001
1.325999999999981e+001	1.904123e+001
1.327999999999981e+001	1.904798e+001
1.329999999999981e+001	1.905468e+001
1.331999999999981e+001	1.906135e+001
1.333999999999980e+001	1.906798e+001
1.335999999999980e+001	1.907457e+001
1.337999999999980e+001	1.908113e+001
1.339999999999980e+001	1.908765e+001
1.341999999999980e+001	1.909413e+001
1.343999999999980e+001	1.910057e+001
1.345999999999980e+001	1.910698e+001
1.347999999999980e+001	1.911336e+001
1.349999999999980e+001	1.911969e+001
1.351999999999980e+001	1.912600e+001
1.353999999999980e+001	1.913226e+001
1.355999999999980e+001	1.913849e+001
1.357999999999980e+001	1.914469e+001
1.359999999999980e+001	1.915085e+001
1.361999999999980e+001	1.915698e+001
1.363999999999980e+001	1.916308e+001
1.365999999999980e+001	1.916914e+001
1.367999999999980e+001	1.917516e+001
1.369999999999980e+001	1.918116e+001
1.371999999999980e+001	1.918712e+001
1.373999999999980e+001	1.919305e+001
1.375999999999980e+001	1.919894e+001
1.377999999999980e+001	1.920480e+001
1.379999999999980e+001	1.921063e+001
1.381999999999979e+001	1.921643e+001
1.383999999999979e+001	1.922220e+001
1.385999999999979e+001	1.922793e+001
1.387999999999979e+001	1.923364e+001
1.389999999999979e+001	1.923931e+001
1.391999999999979e+001	1.924495e+001
1.393999999999979e+001	1.925056e+001
1.395999999999979e+001	1.925614e+001
1.397999999999979e+001	1.926169e+001
1.399999999999979e+001	1.926721e+001
1.401999999999979e+001	1.927271e+001
1.403999999999979e+001	1.927817e+001
1.405999999999979e+001	1.928360e+001
1.407999999999979e+001	1.928900e+001
1.409999999999979e+001	1.929437e+001
1.411999999999979e+001	1.929972e+001
1.413999999999979e+001	1.930503e+001
1.415999999999979e+001	1.931032e+001
1.417999999999979e+001	1.931557e+001
1.419999999999979e+001	1.932080e+001
1.421999999999979e+001	1.932601e+001
1.423999999999979e+001	1.933118e+001
1.425999999999979e+001	1.933633e+001
1.427999999999978e+001	1.934145e+001
1.429999999999978e+001	1.934654e+001
1.431999999999978e+001	1.935160e+001
1.433999999999978e+001	1.935664e+001
1.435999999999978e+001	1.936165e+001
1.437999999999978e+001	1.936664e+001
1.439999999999978e+001	1.937160e+001
1.441999999999978e+001	1.937653e+001
1.443999999999978e+001	1.938143e+001
1.445999999999978e+001	1.938631e+001
1.447999999999978e+001	1.939117e+001
1.449999999999978e+001	1.939600e+001
1.451999999999978e+001	1.940080e+001
1.453999999999978e+001	1.940558e+001
1.455999999999978e+001	1.941033e+001
1.457999999999978e+001	1.941506e+001
1.459999999999978e+001	1.941977e+001
1.461999999999978e+001	1.942445e+001
1.463999999999978e+001	1.942910e+001
1.465999999999978e+001	1.943373e+001
1.467999999999978e+001	1.943834e+001
1.469999999999978e+001	1.944292e+001
1.471999999999978e+001	1.944748e+001
1.473999999999978e+001	1.945202e+001
1.475999999999977e+001	1.945653e+001
1.477999999999977e+001	1.946102e+001
1.479999999999977e+001	1.946549e+001
1.481999999999977e+001	1.946993e+001
1.483999999999977e+001	1.947435e+001
1.485999999999977e+001	1.947875e+001
1.487999999999977e+001	1.948312e+001
1.489999999999977e+001	1.948747e+001
1.491999999999977e+001	1.949181e+001
1.493999999999977e+001	1.949611e+001
1.495999999999977e+001	1.950040e+001
1.497999999999977e+001	1.950466e+001
1.499999999999977e+001	1.950891e+001
1.501999999999977e+001	1.951313e+001
1.503999999999977e+001	1.951733e+001
1.505999999999977e+001	1.952151e+001
1.507999999999977e+001	1.952566e+001
1.509999999999977e+001	1.952980e+001
1.511999999999977e+001	1.953391e+001
1.513999999999977e+001	1.953801e+001
1.515999999999977e+001	1.954208e+001
1.517999999999977e+001	1.954614e+001
1.519999999999977e+001	1.955017e+001
1.521999999999976e+001	1.955418e+001
1.523999999999976e+001	1.955817e+001
1.525999999999976e+001	1.956215e+001
1.527999999999976e+001	1.956610e+001
1.529999999999976e+001	1.957003e+001
1.531999999999976e+001	1.957395e+001
1.533999999999976e+001	1.957784e+001
1.535999999999976e+001	1.958171e+001
1.537999999999976e+001	1.958557e+001
1.539999999999976e+001	1.958941e+001
1.541999999999976e+001	1.959322e+001
1.543999999999976e+001	1.959702e+001
1.545999999999976e+001	1.960080e+001
1.547999999999976e+001	1.960456e+001
1.549999999999976e+001	1.960830e+001
1.551999999999976e+001	1.961203e+001
1.553999999999976e+001	1.961573e+001
1.555999999999976e+001	1.961942e+001
1.557999999999976e+001	1.962309e+001
1.559999999999976e+001	1.962674e+001
1.561999999999976e+001	1.963037e+001
1.563999999999976e+001	1.963399e+001
1.565999999999976e+001	1.963759e+001
1.567999999999976e+001	1.964117e+001
1.569999999999975e+001	1.964473e+001
1.571999999999975e+001	1.964828e+001
1.573999999999975e+001	1.965181e+001
1.575999999999975e+001	1.965532e+001
1.577999999999975e+001	1.965881e+001
1.579999999999975e+001	1.966229e+001
1.581999999999975e+001	1.966575e+001
1.583999999999975e+001	1.966919e+001
1.585999999999975e+001	1.967262e+001
1.587999999999975e+001	1.967603e+001
1.589999999999975e+001	1.967943e+001
1.591999999999975e+001	1.968280e+001
1.593999999999975e+001	1.968617e+001
1.595999999999975e+001	1.968951e+001
1.597999999999975e+001	1.969284e+001
1.599999999999975e+001	1.969616e+001
1.601999999999975e+001	1.969945e+001
1.603999999999975e+001	1.970273e+001
1.605999999999975e+001	1.970600e+001
1.607999999999975e+001	1.970925e+001
1.609999999999975e+001	1.971249e+001
1.611999999999975e+001	1.971571e+001
1.613999999999975e+001	1.971891e+001
1.615999999999974e+001	1.972210e+001
1.617999999999974e+001	1.972528e+001
1.619999999999974e+001	1.972844e+001
1.621999999999974e+001	1.973158e+001
1.623999999999974e+001	1.973471e+001
1.625999999999974e+001	1.973783e+001
1.627999999999974e+001	1.974093e+001
1.629999999999974e+001	1.974401e+001
1.631999999999974e+001	1.974708e+001
1.633999999999974e+001	1.975014e+001
1.635999999999974e+001	1.975318e+001
1.637999999999974e+001	1.975621e+001
1.639999999999974e+001	1.975923e+001
1.641999999999974e+001	1.976223e+001
1.643999999999974e+001	1.976521e+001
1.645999999999974e+001	1.976819e+001
1.647999999999974e+001	1.977114e+001
1.649999999999974e+001	1.977409e+001
1.651999999999974e+001	1.977702e+001
1.653999999999974e+001	1.977994e+001
1.655999999999974e+001	1.978284e+001
1.657999999999974e+001	1.978573e+001
1.659999999999974e+001	1.978861e+001
1.661999999999974e+001	1.979148e+001
1.663999999999973e+001	1.979433e+001
1.665999999999973e+001	1.979716e+001
1.667999999999973e+001	1.979999e+001
1.669999999999973e+001	1.980280e+001
1.671999999999973e+001	1.980560e+001
1.673999999999973e+001	1.980839e+001
1.675999999999973e+001	1.981116e+001
1.677999999999973e+001	1.981392e+001
1.679999999999973e+001	1.981667e+001
1.681999999999973e+001	1.981940e+001
1.683999999999973e+001	1.982213e+001
1.685999999999973e+001	1.982484e+001
1.687999999999973e+001	1.982754e+001
1.689999999999973e+001	1.983022e+001
1.691999999999973e+001	1.983290e+001
1.693999999999973e+001	1.983556e+001
1.695999999999973e+001	1.983821e+001
1.697999999999973e+001	1.984085e+001
1.699999999999973e+001	1.984348e+001
1.701999999999973e+001	1.984609e+001
1.703999999999973e+001	1.984869e+001
1.705999999999973e+001	1.985129e+001
1.707999999999973e+001	1.985386e+001
1.709999999999972e+001	1.985643e+001
1.711999999999972e+001	1.985899e+001
1.713999999999972e+001	1.986153e+001
1.715999999999972e+001	1.986407e+001
1.717999999999972e+001	1.986659e+001
1.719999999999972e+001	1.986910e+001
1.721999999999972e+001	1.987160e+001
1.723999999999972e+001	1.987409e+001
1.725999999999972e+001	1.987657e+001
1.727999999999972e+001	1.987904e+001
1.729999999999972e+001	1.988149e+001
1.731999999999972e+001	1.988394e+001
1.733999999999972e+001	1.988637e+001
1.735999999999972e+001	1.988880e+001
1.737999999999972e+001	1.989121e+001
1.739999999999972e+001	1.989361e+001
1.741999999999972e+001	1.989600e+001
1.743999999999972e+001	1.989838e+001
1.745999999999972e+001	1.990075e+001
1.747999999999972e+001	1.990311e+001
1.749999999999972e+001	1.990546e+001
1.751999999999972e+001	1.990780e+001
1.753999999999972e+001	1.991014e+001
1.755999999999972e+001	1.991245e+001
1.757999999999971e+001	1.991476e+001
1.759999999999971e+001	1.991706e+001
1.761999999999971e+001	1.991935e+001
1.763999999999971e+001	1.992163e+001
1.765999999999971e+001	1.992390e+001
1.767999999999971e+001	1.992616e+001
1.769999999999971e+001	1.992841e+001
1.771999999999971e+001	1.993065e+001
1.773999999999971e+001	1.993288e+001
1.775999999999971e+001	1.993510e+001
1.777999999999971e+001	1.993731e+001
1.779999999999971e+001	1.993952e+001
1.781999999999971e+001	1.994171e+001
1.783999999999971e+001	1.994389e+001
1.785999999999971e+001	1.994607e+001
1.787999999999971e+001	1.994823e+001
1.789999999999971e+001	1.995038e+001
1.791999999999971e+001	1.995253e+001
1.793999999999971e+001	1.995467e+001
1.795999999999971e+001	1.995679e+001
1.797999999999971e+001	1.995891e+001
1.799999999999971e+001	1.996102e+001
1.801999999999971e+001	1.996313e+001
1.803999999999970e+001	1.996522e+001
1.805999999999970e+001	1.996730e+001
1.807999999999970e+001	1.996937e+001
1.809999999999970e+001	1.997144e+001
1.811999999999970e+001	1.997350e+001
1.813999999999970e+001	1.997554e+001
1.815999999999970e+001	1.997758e+001
1.817999999999970e+001	1.997961e+001
1.819999999999970e+001	1.998164e+001
1.821999999999970e+001	1.998365e+001
1.823999999999970e+001	1.998565e+001
1.825999999999970e+001	1.998765e+001
1.827999999999970e+001	1.998964e+001
1.829999999999970e+001	1.999162e+001
1.831999999999970e+001	1.999359e+001
1.833999999999970e+001	1.999556e+001
1.835999999999970e+001	1.999751e+001
1.837999999999970e+001	1.999946e+001
1.839999999999970e+001	2.000140e+001
1.841999999999970e+001	2.000333e+001
1.843999999999970e+001	2.000525e+001
1.845999999999970e+001	2.000717e+001
1.847999999999970e+001	2.000908e+001
1.849999999999969e+001	2.001097e+001
1.851999999999969e+001	2.001287e+001
1.853999999999969e+001	2.001475e+001
1.855999999999969e+001	2.001663e+001
1.857999999999969e+001	2.001849e+001
1.859999999999969e+001	2.002036e+001
1.861999999999969e+001	2.002221e+001
1.863999999999969e+001	2.002405e+001
1.865999999999969e+001	2.002589e+001
1.867999999999969e+001	2.002772e+001
1.869999999999969e+001	2.002954e+001
1.871999999999969e+001	2.003136e+001
1.873999999999969e+001	2.003317e+001
1.875999999999969e+001	2.003497e+001
1.877999999999969e+001	2.003676e+001
1.879999999999969e+001	2.003855e+001
1.881999999999969e+001	2.004033e+001
1.883999999999969e+001	2.004210e+001
1.885999999999969e+001	2.004386e+001
1.887999999999969e+001	2.004562e+001
1.889999999999969e+001	2.004737e+001
1.891999999999969e+001	2.004911e+001
1.893999999999969e+001	2.005085e+001
1.895999999999969e+001	2.005258e+001
1.897999999999968e+001	2.005430e+001
1.899999999999968e+001	2.005602e+001
1.901999999999968e+001	2.005772e+001
1.903999999999968e+001	2.005943e+001
1.905999999999968e+001	2.006112e+001
1.907999999999968e+001	2.006281e+001
1.909999999999968e+001	2.006449e+001
1.911999999999968e+001	2.006616e+001
1.913999999999968e+001	2.006783e+001
1.915999999999968e+001	2.006949e+001
1.917999999999968e+001	2.007115e+001
1.919999999999968e+001	2.007279e+001
1.921999999999968e+001	2.007444e+001
1.923999999999968e+001	2.007607e+001
1.925999999999968e+001	2.007770e+001
1.927999999999968e+001	2.007932e+001
1.929999999999968e+001	2.008094e+001
1.931999999999968e+001	2.008255e+001
1.933999999999968e+001	2.008415e+001
1.935999999999968e+001	2.008574e+001
1.937999999999968e+001	2.008733e+001
1.939999999999968e+001	2.008892e+001
1.941999999999968e+001	2.009050e+001
1.943999999999967e+001	2.009207e+001
1.945999999999967e+001	2.009363e+001
1.947999999999967e+001	2.009519e+001
1.949999999999967e+001	2.009674e+001
1.951999999999967e+001	2.009829e+001
1.953999999999967e+001	2.009983e+001
1.955999999999967e+001	2.010137e+001
1.957999999999967e+001	2.010290e+001
1.959999999999967e+001	2.010442e+001
1.961999999999967e+001	2.010594e+001
1.963999999999967e+001	2.010745e+001
1.965999999999967e+001	2.010895e+001
1.967999999999967e+001	2.011045e+001
1.969999999999967e+001	2.011195e+001
1.971999999999967e+001	2.011343e+001
1.973999999999967e+001	2.011492e+001
1.975999999999967e+001	2.011639e+001
1.977999999999967e+001	2.011786e+001
1.979999999999967e+001	2.011933e+001
1.981999999999967e+001	2.012079e+001
1.983999999999967e+001	2.012224e+001
1.985999999999967e+001	2.012369e+001
1.987999999999967e+001	2.012513e+001
1.989999999999967e+001	2.012657e+001
1.991999999999966e+001	2.012800e+001
1.993999999999966e+001	2.012943e+001
1.995999999999966e+001	2.013085e+001
1.997999999999966e+001	2.013226e+001
2.000000000000000e+001	2.013367e+001
Step Information: VÂ§tj=225 Vds=1  (Run: 3/6)
0.000000000000000e+000	5.070657e-005
2.000000000000000e-002	5.412583e-005
4.000000000000000e-002	5.777464e-005
6.000000000000000e-002	6.166831e-005
8.000000000000000e-002	6.582317e-005
1.000000000000000e-001	7.025661e-005
1.200000000000000e-001	7.498718e-005
1.400000000000000e-001	8.003465e-005
1.600000000000000e-001	8.542007e-005
